Codigo;Nombre;Fk_Id_Estado
;IXIL;31
;IZAMAL;31
;KANASIN;31
;KANTUNIL;31
;KAUA;31
;KINCHIL;31
;KOPOMA;31
;MAMA;31
;MANI;31
;MAXCANU;31
;MAYAPAN;31
;MERIDA;31
;MOCOCHA;31
;MOTUL;31
;MUNA;31
;MUXUPIP;31
;OPICHEN;31
;OXKUTZCAB;31
;PANABA;31
;PETO;31
;PROGRESO;31
;QUINTANA ROO;31
;RIO LAGARTOS;31
;SACALUM;31
;SAMAHIL;31
;SAN FELIPE;31
;SANAHCAT;31
;SANTA ELENA;31
;SEYE;31
;SINANCHE;31
;SOTUTA;31
;SUCILA;31
;SUDZAL;31
;SUMA;31
;TAHDZIU;31
;TAHMEK;31
;TEABO;31
;TECOH;31
;TEKAL DE VENEGAS;31
;TEKANTO;31
;TEKAX;31
;TEKIT;31
;TEKOM;31
;TELCHAC PUEBLO;31
;TELCHAC PUERTO;31
;TEMAX;31
;TEMOZON;31
;TEPAKAN;31
;TETIZ;31
;TEYA;31
;TICUL;31
;TIMUCUY;31
;TINUM;31
;TIXCACALCUPUL;31
;TIXKOKOB;31
;TIXMEHUAC;31
;TIXPEHUAL;31
;TIZIMIN;31
;TUNKAS;31
;TZUCACAB;31
;UAYMA;31
;UCU;31
;UMAN;31
;VALLADOLID;31
;XOCCHEL;31
;YAXCABA;31
;YAXKUKUL;31
;YOBAIN;31
;APOZOL;32
;APULCO;32
;ATOLINGA;32
;BENITO JUAREZ;32
;CALERA;32
;CANITAS DE FELIPE PESCADOR;32
;CHALCHIHUITES;32
;CONCEPCION DEL ORO;32
;CUAUHTEMOC;32
;EL PLATEADO DE JOAQUIN AMARO;32
;EL SALVADOR;32
;FRESNILLO;32
;GENARO CODINA;32
;GENERAL ENRIQUE ESTRADA;32
;GENERAL FRANCISCO R. MURGUIA;32
;GENERAL PANFILO NATERA;32
;GUADALUPE;32
;HUANUSCO;32
;JALPA;32
;JEREZ;32
;JIMENEZ DEL TEUL;32
;JUAN ALDAMA;32
;JUCHIPILA;32
;LORETO;32
;LUIS MOYA;32
;MAZAPIL;32
;MELCHOR OCAMPO;32
;MEZQUITAL DEL ORO;32
;MIGUEL AUZA;32
;MOMAX;32
;MONTE ESCOBEDO;32
;MORELOS;32
;MOYAHUA DE ESTRADA;32
;NOCHISTLAN DE MEJIA;32
;NORIA DE ANGELES;32
;OJOCALIENTE;32
;PANUCO;32
;PINOS;32
;RIO GRANDE;32
;SAIN ALTO;32
;SANTA MARIA DE LA PAZ;32
;SOMBRERETE;32
;SUSTICACAN;32
;TABASCO;32
;TEPECHITLAN;32
;TEPETONGO;32
;TEUL DE GONZALEZ ORTEGA;32
;TLALTENANGO DE SANCHEZ ROMAN;32
;TRANCOSO;32
;TRINIDAD GARCIA DE LA CADENA;32
;VALPARAISO;32
;VETAGRANDE;32
;VILLA DE COS;32
;VILLA GARCIA;32
;VILLA GONZALEZ ORTEGA;32
;VILLA HIDALGO;32
;VILLANUEVA;32
;ZACATECAS;32
